participant,position,condition,level,fa_main_raw,fa_main_adjusted,rt_correct_key_s_raw,rt_correct_key_s_adjusted
P12,27,B,beta,0.8666666666666667,0.9055555555555557,0.9241858561833699,0.8491794768268881
P13,1,B,alpha,0.9333333333333333,0.9333333333333332,0.9566629837299215,0.8422686455198022
P13,2,C,gamma,0.9666666666666667,0.9444444444444443,0.8710086981455485,0.8816188299640688
P13,3,B,alpha,1.0,0.9999999999999999,0.9010082165400187,0.7866138783298994
P13,4,C,beta,1.0,0.9666666666666666,0.6385913372039795,0.7986129883909895
P13,5,C,gamma,1.0,0.9777777777777776,0.70425918896993,0.7148693207884503
P13,6,C,alpha,1.0,0.9666666666666666,0.5725483735402425,0.7380308592304262
P13,7,C,beta,1.0,0.9666666666666666,0.6039817174275716,0.7640033686145815
P13,8,B,gamma,0.9666666666666667,0.9777777777777776,0.9253555218378703,0.7855732894796368
P13,14,C,alpha,1.0,0.9666666666666666,0.6343267758687338,0.7998092615589175
P13,15,C,alpha,1.0,0.9666666666666666,0.6086671272913615,0.7741496129815453
P13,16,B,gamma,0.9666666666666667,0.9777777777777776,0.9178832810500572,0.7781010486918237
P13,17,B,gamma,0.9333333333333333,0.9444444444444443,0.8880976279576619,0.7483153955994284
P13,18,B,beta,1.0,1.0777777777777775,0.8781359910964965,0.7961982929691348
P13,19,C,gamma,1.0,0.9777777777777776,0.7048914511998494,0.7155015830183697
P13,21,B,alpha,0.9666666666666667,0.9666666666666666,0.7975015481313069,0.6831072099211876
P13,23,C,beta,1.0,0.9666666666666666,0.5893517255783081,0.749373376765318
P13,24,B,beta,0.8333333333333334,0.911111111111111,0.8365703026453654,0.7546326045180036
P13,26,B,beta,0.8333333333333334,0.911111111111111,0.8430965344111124,0.7611588362837507
